timestamp,rpm_value
1704063615700,1871
1704063615800,511
1704063615900,4517
1704063616000,3314
1704063616100,398
1704063616200,3203
1704063616300,4743
1704063616400,3437
1704063616500,3285
1704063616600,2924
1704063616700,1560
1704063616800,3838
1704063616900,105
1704063617000,2919
1704063617100,5746
1704063617200,794
1704063617300,6648
1704063617400,6067
1704063617500,3175
1704063617600,2597
1704063617700,798
1704063617800,1841
1704063617900,4685
1704063618000,3945
1704063618100,6330
1704063618200,6638
1704063618300,4920
1704063618400,2288
1704063618500,5833
1704063618600,3062
1704063618700,6317
1704063618800,1287
1704063618900,6192
1704063619000,3037
1704063619100,1715
1704063619200,3931
1704063619300,5631
1704063619400,3555
1704063619500,1312
1704063619600,2440
1704063619700,1539
1704063619800,5126
1704063619900,5995
1704063620000,3426
1704063620100,189
1704063620200,2670
1704063620300,6877
1704063620400,2847
1704063620500,1325
1704063620600,262
1704063620700,1615
1704063620800,5398
1704063620900,4889
1704063621000,5894
1704063621100,5032
1704063621200,5429
1704063621300,1815
1704063621400,4019
1704063621500,2538
1704063621600,5438
1704063621700,543
1704063621800,5989
1704063621900,731
1704063622000,586
1704063622100,4270
1704063622200,4761
1704063622300,1306
1704063622400,3096
1704063622500,2185
1704063622600,5256
1704063622700,1972
1704063622800,2967
1704063622900,4796
1704063623000,5353
1704063623100,5458
1704063623200,3139
1704063623300,3049
1704063623400,3009
1704063623500,5903
1704063623600,4571
1704063623700,6678
1704063623800,1310
1704063623900,60
1704063624000,2923
1704063624100,2805
1704063624200,1088
1704063624300,1833
1704063624400,4742
1704063624500,3084
1704063624600,6570
1704063624700,4517
1704063624800,6714
1704063624900,6860
1704063625000,361
1704063625100,4347
1704063625200,821
1704063625300,4747
1704063625400,4103
1704063625500,2810
1704063625600,2762
1704063625700,3244
1704063625800,1890
1704063625900,5473
1704063626000,143
1704063626100,22
1704063626200,4042
1704063626300,1444
1704063626400,2690
1704063626500,3066
1704063626600,3380
1704063626700,2502
1704063626800,4567
1704063626900,1207
1704063627000,125
1704063627100,1759
1704063627200,3283
1704063627300,3356
1704063627400,6231
1704063627500,3334
1704063627600,2965
1704063627700,1925
1704063627800,935
1704063627900,2588
1704063628000,4896
1704063628100,2369
1704063628200,2729
1704063628300,5626
1704063628400,1191
1704063628500,6824
1704063628600,3080
1704063628700,3975
1704063628800,3938
1704063628900,2671
1704063629000,775
1704063629100,1838
1704063629200,2369
1704063629300,1514
1704063629400,3732
1704063629500,6266
1704063629600,3908
1704063629700,5750
1704063629800,3512
1704063629900,2770
1704063630000,817
1704063630100,5760
1704063630200,4796
1704063630300,3834
1704063630400,4892
1704063630500,739
1704063630600,1304
1704063630700,5994
1704063630800,4318
1704063630900,2986
1704063631000,3105
1704063631100,498
1704063631200,337
1704063631300,4429
1704063631400,2493
1704063631500,2259
1704063631600,953
1704063631700,4339
1704063631800,974
1704063631900,4409
1704063632000,6276
1704063632100,5055
1704063632200,3959
1704063632300,1168
1704063632400,5382
1704063632500,6286
1704063632600,9
1704063632700,2987
1704063632800,685
1704063632900,3925
1704063633000,4595
1704063633100,698
1704063633200,596
1704063633300,5958
1704063633400,4947
1704063633500,2336
1704063633600,1609
1704063633700,300
1704063633800,1912
1704063633900,39
1704063634000,3955
1704063634100,1973
1704063634200,1862
1704063634300,4520
1704063634400,1089
1704063634500,5265
1704063634600,5284
1704063634700,4039
1704063634800,687
1704063634900,6063
1704063635000,4014
1704063635100,4715
1704063635200,1366
1704063635300,5182
1704063635400,1989
1704063635500,1565
1704063635600,2849
1704063635700,2538
1704063635800,1515
1704063635900,2990
1704063636000,2325
1704063636100,542
1704063636200,5148
1704063636300,3496
1704063636400,3186
1704063636500,479
1704063636600,4899
1704063636700,4547
1704063636800,3489
1704063636900,3521
1704063637000,833
1704063637100,6284
1704063637200,2089
1704063637300,4529
1704063637400,2093
1704063637500,6254
1704063637600,3378
1704063637700,4897
1704063637800,403
1704063637900,3751
1704063638000,1715
1704063638100,2256
1704063638200,41
1704063638300,4330
1704063638400,3777
1704063638500,2332
1704063638600,5932
1704063638700,2617
1704063638800,1619
1704063638900,1686
1704063639000,2409
1704063639100,2838
1704063639200,3935
1704063639300,3611
1704063639400,6416
1704063639500,595
1704063639600,1679
1704063639700,98
1704063639800,5794
1704063639900,47
1704063640000,3160
1704063640100,3934
1704063640200,6131
1704063640300,4232
1704063640400,440
1704063640500,4446
1704063640600,664
1704063640700,2392
1704063640800,4691
1704063640900,2246
1704063641000,206
1704063641100,1615
1704063641200,2144
1704063641300,5980
1704063641400,4846
1704063641500,4622
1704063641600,1753
1704063641700,6002
1704063641800,1483
1704063641900,1565
1704063642000,5278
1704063642100,5401
1704063642200,6088
1704063642300,1566
1704063642400,6447
1704063642500,3412
1704063642600,3510
1704063642700,3035
1704063642800,5380
1704063642900,4254
1704063643000,6409
1704063643100,4796
1704063643200,4661
1704063643300,1546
1704063643400,3606
1704063643500,4502
1704063643600,727
1704063643700,6137
1704063643800,6936
1704063643900,4380
1704063644000,1690
1704063644100,4870
1704063644200,2027
1704063644300,2384
1704063644400,3633
1704063644500,3563
1704063644600,6684
1704063644700,5668
1704063644800,538
1704063644900,6735
1704063645000,3965
1704063645100,776
1704063645200,2464
1704063645300,5547
1704063645400,5036
1704063645500,4191
1704063645600,5284
1704063645700,1914
1704063645800,3377
1704063645900,3461
1704063646000,6032
1704063646100,4093
1704063646200,3953
1704063646300,1000
1704063646400,4025
1704063646500,1609
1704063646600,3706
1704063646700,6431
1704063646800,4997
1704063646900,4243
1704063647000,3914
1704063647100,4094
1704063647200,3547
1704063647300,6850
1704063647400,4605
1704063647500,1490
1704063647600,5773
1704063647700,4699
1704063647800,4139
1704063647900,5788
1704063648000,241
1704063648100,5732
1704063648200,1137
1704063648300,4529
1704063648400,975
1704063648500,859
1704063648600,1732
1704063648700,5765
1704063648800,1700
1704063648900,5815
1704063649000,1733
1704063649100,3467
1704063649200,5690
1704063649300,1850
1704063649400,5026
1704063649500,547
1704063649600,5137
1704063649700,4750
1704063649800,5321
1704063649900,4681
1704063650000,6831
1704063650100,1300
1704063650200,5315
1704063650300,1655
1704063650400,844
1704063650500,4881
1704063650600,4825
1704063650700,595
1704063650800,6926
1704063650900,1428
1704063651000,5075
1704063651100,5514
1704063651200,87
1704063651300,2116
1704063651400,4195
1704063651500,3491
1704063651600,4235
1704063651700,4564
1704063651800,3947
1704063651900,4035
1704063652000,1576
1704063652100,5340
1704063652200,3039
1704063652300,1934
1704063652400,6661
1704063652500,3186
1704063652600,5237
1704063652700,3443
1704063652800,4339
1704063652900,5637
1704063653000,609
1704063653100,1030
1704063653200,1067
1704063653300,918
1704063653400,4736
1704063653500,4644
1704063653600,6740
1704063653700,1561
1704063653800,3016
1704063653900,461
1704063654000,1796
1704063654100,555
1704063654200,6957
1704063654300,6861
1704063654400,228
1704063654500,6157
1704063654600,6886
1704063654700,5699
1704063654800,2978
1704063654900,2465
1704063655000,382
1704063655100,3488
1704063655200,3401
1704063655300,2977
1704063655400,6496
1704063655500,3403
1704063655600,2518
1704063655700,3096
1704063655800,1242
1704063655900,1734
1704063656000,3420
1704063656100,5821
1704063656200,5621
1704063656300,2207
1704063656400,4553
1704063656500,603
1704063656600,955
1704063656700,3565
1704063656800,6033
1704063656900,6256
1704063657000,6531
1704063657100,5939
1704063657200,5982
1704063657300,6240
1704063657400,1365
1704063657500,528
1704063657600,2543
1704063657700,76
1704063657800,6217
1704063657900,3430
1704063658000,294
1704063658100,5365
1704063658200,5708
1704063658300,2232
1704063658400,5285
1704063658500,4126
1704063658600,5652
1704063658700,5115
1704063658800,3166
1704063658900,3930
1704063659000,4477
1704063659100,4277
1704063659200,2553
1704063659300,6194
1704063659400,6301
1704063659500,1244
1704063659600,212
1704063659700,4907
1704063659800,999
1704063659900,4671
1704063660000,3914
1704063660100,1106
1704063660200,4541
1704063660300,5385
1704063660400,4949
1704063660500,1896
1704063660600,4008
1704063660700,5120
1704063660800,5835
1704063660900,386
1704063661000,3695
1704063661100,2450
1704063661200,2067
1704063661300,6425
1704063661400,1072
1704063661500,1375
1704063661600,3890
1704063661700,5216
1704063661800,6448
1704063661900,542
1704063662000,3253
1704063662100,6506
1704063662200,6622
1704063662300,5676
1704063662400,3937
1704063662500,1997
1704063662600,3864
1704063662700,6151
1704063662800,2186
1704063662900,5384
1704063663000,1914
1704063663100,6672
1704063663200,1328
1704063663300,6939
1704063663400,2255
1704063663500,637
1704063663600,24
1704063663700,1727
1704063663800,4579
1704063663900,6825
1704063664000,486
1704063664100,2555
1704063664200,2255
1704063664300,4768
1704063664400,546
1704063664500,6188
1704063664600,4109
1704063664700,6201
1704063664800,1453
1704063664900,5383
1704063665000,577
1704063665100,4521
1704063665200,5623
1704063665300,1398
1704063665400,2570
1704063665500,2133
1704063665600,5385
1704063665700,4584
1704063665800,4587
1704063665900,4599
1704063666000,2046
1704063666100,875
1704063666200,5228
1704063666300,1970
1704063666400,5362
1704063666500,5456
1704063666600,3815
1704063666700,5325
1704063666800,5863
1704063666900,4832
1704063667000,4314
1704063667100,924
1704063667200,4126
1704063667300,3936
1704063667400,2175
1704063667500,3859
1704063667600,6604
1704063667700,2835
1704063667800,3768
1704063667900,3896
1704063668000,2750
1704063668100,6417
1704063668200,2577
1704063668300,1814
1704063668400,3984
1704063668500,3108
1704063668600,5055
1704063668700,6692
1704063668800,6954
1704063668900,4043
1704063669000,648
1704063669100,1558
1704063669200,2067
1704063669300,6764
1704063669400,3524
1704063669500,5194
1704063669600,5315
1704063669700,1253
1704063669800,357
1704063669900,4279
1704063670000,6602
1704063670100,6630
1704063670200,5050
1704063670300,5173
1704063670400,3220
1704063670500,5689
1704063670600,3654
1704063670700,4067
1704063670800,2606
1704063670900,3663
1704063671000,6340
1704063671100,2045
1704063671200,2038
1704063671300,116
1704063671400,1465
1704063671500,1899
1704063671600,6254
1704063671700,4012
1704063671800,109
1704063671900,3188
1704063672000,4957
1704063672100,455
1704063672200,3250
1704063672300,5654
1704063672400,47
1704063672500,4539
1704063672600,3611
1704063672700,4814
1704063672800,6719
1704063672900,5911
1704063673000,2588
1704063673100,2282
1704063673200,4124
1704063673300,6613
1704063673400,5441
1704063673500,4986
1704063673600,1581
1704063673700,6950
1704063673800,6209
1704063673900,5817
1704063674000,5207
1704063674100,700
1704063674200,6272
1704063674300,1757
1704063674400,2197
1704063674500,1986
1704063674600,6547
1704063674700,3822
1704063674800,1639
1704063674900,4811
1704063675000,1122
1704063675100,6079
1704063675200,2382
1704063675300,1060
1704063675400,1594
1704063675500,2308
1704063675600,4354
1704063675700,5284
1704063675800,4053
1704063675900,476
1704063676000,3991
1704063676100,6595
1704063676200,5397
1704063676300,131
1704063676400,4962
1704063676500,1989
1704063676600,4731
1704063676700,5631
1704063676800,2587
1704063676900,1938
1704063677000,5608
1704063677100,6476
1704063677200,2504
1704063677300,2132
1704063677400,2346
1704063677500,3240
1704063677600,2840
1704063677700,5020
1704063677800,4291
1704063677900,5021
1704063678000,937
1704063678100,3825
1704063678200,6628
1704063678300,2614
1704063678400,742
1704063678500,6408
1704063678600,2678
1704063678700,6403
1704063678800,6607
1704063678900,4119
1704063679000,6910
1704063679100,5114
1704063679200,3550
1704063679300,2285
1704063679400,4206
1704063679500,1307
1704063679600,2156
1704063679700,5002
1704063679800,2156
1704063679900,2711
1704063680000,5459
1704063680100,5186
1704063680200,5891
1704063680300,2851
1704063680400,6305
1704063680500,6176
1704063680600,530
1704063680700,1997
1704063680800,2446
1704063680900,2235
1704063681000,5722
1704063681100,2925
1704063681200,6750
1704063681300,6723
1704063681400,4687
1704063681500,6411
1704063681600,6582
1704063681700,4837
1704063681800,5555
1704063681900,3474
1704063682000,3951
1704063682100,3670
1704063682200,4084
1704063682300,2022
1704063682400,310
1704063682500,5186
1704063682600,4666
1704063682700,6529
1704063682800,3286
1704063682900,6046
1704063683000,984
1704063683100,5320
1704063683200,6209
1704063683300,418
1704063683400,5869
1704063683500,856
1704063683600,5772
1704063683700,6051
1704063683800,5481
1704063683900,501
1704063684000,6365
1704063684100,516
1704063684200,4155
1704063684300,2238
1704063684400,4069
1704063684500,1163
1704063684600,3103
1704063684700,3393
1704063684800,1813
1704063684900,6251
1704063685000,2827
1704063685100,4712
1704063685200,15
1704063685300,541
1704063685400,3917
1704063685500,3053
1704063685600,194
1704063685700,176
1704063685800,3443
1704063685900,1839
1704063686000,6864
1704063686100,6477
1704063686200,6234
1704063686300,3386
1704063686400,4163
1704063686500,176
1704063686600,3365
1704063686700,6026
1704063686800,5497
1704063686900,4701
1704063687000,694
1704063687100,4955
1704063687200,4908
1704063687300,2349
1704063687400,1626
1704063687500,6748
1704063687600,2677
1704063687700,2042
1704063687800,6644
1704063687900,1905
1704063688000,5168
1704063688100,4373
1704063688200,3395
1704063688300,2647
1704063688400,353
1704063688500,4434
1704063688600,3271
1704063688700,3357
1704063688800,1013
1704063688900,6980
1704063689000,1936
1704063689100,888
1704063689200,5944
1704063689300,2489
1704063689400,4832
1704063689500,1031
1704063689600,4720
1704063689700,5599
1704063689800,924
1704063689900,758
1704063690000,4917
1704063690100,606
1704063690200,3839
1704063690300,2723
1704063690400,5352
1704063690500,5680
1704063690600,4326
1704063690700,313
1704063690800,1774
1704063690900,4506
1704063691000,440
1704063691100,6407
1704063691200,4779
1704063691300,1953
1704063691400,229
1704063691500,4789
1704063691600,6271
1704063691700,4276
1704063691800,196
1704063691900,881
1704063692000,3566
1704063692100,1690
1704063692200,615
1704063692300,3559
1704063692400,390
1704063692500,6965
1704063692600,1315
1704063692700,1106
1704063692800,3358
1704063692900,1887
1704063693000,3675
1704063693100,284
1704063693200,1897
1704063693300,4512
1704063693400,4002
1704063693500,4853
1704063693600,2652
1704063693700,5229
1704063693800,6743
1704063693900,4795
1704063694000,3317
1704063694100,5377
1704063694200,1189
1704063694300,3091
1704063694400,5806
1704063694500,5904
1704063694600,5771
1704063694700,1892
1704063694800,4122
1704063694900,4453
1704063695000,1281
1704063695100,1731
1704063695200,6101
1704063695300,2256
1704063695400,2664
1704063695500,727
1704063695600,1456
1704063695700,1626
1704063695800,3913
1704063695900,5511
1704063696000,1346
1704063696100,6541
1704063696200,4966
1704063696300,4156
1704063696400,1589
1704063696500,4765
1704063696600,6124
1704063696700,1487
1704063696800,4826
1704063696900,5517
1704063697000,4165
1704063697100,3099
1704063697200,4127
1704063697300,1426
1704063697400,298
1704063697500,3099
1704063697600,79
1704063697700,5248
1704063697800,5250
1704063697900,1694
1704063698000,2469
1704063698100,5880
1704063698200,2659
1704063698300,3986
1704063698400,2022
1704063698500,3367
1704063698600,4621
1704063698700,2048
1704063698800,2277
1704063698900,5431
1704063699000,526
1704063699100,3788
1704063699200,5266
1704063699300,5886
1704063699400,6000
1704063699500,6179
1704063699600,5480
1704063699700,2450
1704063699800,6806
1704063699900,1181
1704063700000,5603
1704063700100,1755
1704063700200,6603
1704063700300,6072
1704063700400,5789
1704063700500,1140
1704063700600,6876
1704063700700,6165
1704063700800,6347
1704063700900,4298
1704063701000,4062
1704063701100,1762
1704063701200,815
1704063701300,2007
1704063701400,4386
1704063701500,2504
1704063701600,5593
1704063701700,1220
1704063701800,3836
1704063701900,645
1704063702000,1627
1704063702100,6417
1704063702200,4450
1704063702300,1758
1704063702400,1266
1704063702500,2915
1704063702600,1465
1704063702700,125
1704063702800,3426
1704063702900,896
1704063703000,701
1704063703100,4877
1704063703200,5991
1704063703300,6628
1704063703400,2985
1704063703500,1017
1704063703600,1367
1704063703700,3536
1704063703800,2591
1704063703900,2985
1704063704000,6226
1704063704100,3900
1704063704200,1235
1704063704300,245
1704063704400,3118
1704063704500,4693
1704063704600,2004
1704063704700,2552
1704063704800,5399
1704063704900,4414
1704063705000,2515
1704063705100,5322
1704063705200,4671
1704063705300,6232
1704063705400,4732
1704063705500,5914
1704063705600,1081
1704063705700,5038
1704063705800,6214
1704063705900,4304
1704063706000,4842
1704063706100,5875
1704063706200,3302
1704063706300,4805
1704063706400,2505
1704063706500,3258
1704063706600,4864
1704063706700,6265
1704063706800,2693
1704063706900,2680
1704063707000,5651
1704063707100,1740
1704063707200,5875
1704063707300,3635
1704063707400,6180
1704063707500,2213
1704063707600,6159
1704063707700,4689
1704063707800,4075
1704063707900,698
1704063708000,2517
1704063708100,6013
1704063708200,574
1704063708300,2766
1704063708400,4691
1704063708500,1932
1704063708600,5995
1704063708700,5422
1704063708800,6444
1704063708900,5423
1704063709000,3938
1704063709100,2947
1704063709200,2525
1704063709300,6046
1704063709400,2986
1704063709500,391
1704063709600,3485
1704063709700,5604
1704063709800,2136
1704063709900,5862
1704063710000,6801
1704063710100,6897
1704063710200,6094
1704063710300,6667
1704063710400,406
1704063710500,2505
1704063710600,4340
1704063710700,2886
1704063710800,4427
1704063710900,1838
1704063711000,3837
1704063711100,6943
1704063711200,3324
1704063711300,23
1704063711400,2547
1704063711500,2774
1704063711600,641
1704063711700,1145
1704063711800,5192
1704063711900,6428
1704063712000,1561
1704063712100,4951
1704063712200,5203
1704063712300,3475
1704063712400,3426
1704063712500,1693
1704063712600,5657
1704063712700,6681
1704063712800,5612
1704063712900,748
1704063713000,6502
1704063713100,3581
1704063713200,5042
1704063713300,3303
1704063713400,2786
1704063713500,4134
1704063713600,5861
1704063713700,3335
1704063713800,4337
1704063713900,237
1704063714000,2301
1704063714100,5827
1704063714200,2623
1704063714300,4511
1704063714400,3881
1704063714500,3646
1704063714600,6295
1704063714700,2945
1704063714800,5196
1704063714900,5335
1704063715000,1474
1704063715100,1277
1704063715200,5104
1704063715300,2122
1704063715400,6204
1704063715500,6084
1704063715600,3156
1704063715700,4918
1704063715800,444
1704063715900,4839
1704063716000,5529
1704063716100,6902
1704063716200,1475
1704063716300,132
1704063716400,5975
1704063716500,2997
1704063716600,2566
1704063716700,2814
1704063716800,4324
1704063716900,4807
1704063717000,5366
1704063717100,5380
1704063717200,5070
1704063717300,6640
1704063717400,5736
1704063717500,4179
1704063717600,5493
1704063717700,4228
1704063717800,903
1704063717900,5578
1704063718000,5860
1704063718100,4049
1704063718200,2226
1704063718300,1100
1704063718400,3068
1704063718500,1994
1704063718600,3522
1704063718700,920
1704063718800,3499
1704063718900,3388
1704063719000,3988
1704063719100,6499
1704063719200,3733
1704063719300,4675
1704063719400,6444
1704063719500,4311
1704063719600,5942
1704063719700,5746
1704063719800,6638
1704063719900,684
1704063720000,3621
1704063720100,4685
1704063720200,4702
1704063720300,4797
1704063720400,2490
1704063720500,3257
1704063720600,2994
1704063720700,4863
1704063720800,2011
1704063720900,4966
1704063721000,5347
1704063721100,5929
1704063721200,6903
1704063721300,199
1704063721400,114
1704063721500,859
1704063721600,3101
1704063721700,5818
1704063721800,1228
1704063721900,3300
1704063722000,4175
1704063722100,2009
1704063722200,5029
1704063722300,5739
1704063722400,5458
1704063722500,3931
1704063722600,2374
1704063722700,3998
1704063722800,3513
1704063722900,2820
1704063723000,6283
1704063723100,5149
1704063723200,385
1704063723300,1219
1704063723400,3379
1704063723500,6934
1704063723600,1218
1704063723700,3163
1704063723800,2611
1704063723900,1529
1704063724000,1021
1704063724100,3252
1704063724200,5758
1704063724300,1086
1704063724400,3438
1704063724500,5447
1704063724600,2728
1704063724700,3403
1704063724800,2218
1704063724900,175
1704063725000,5304
1704063725100,4382
1704063725200,3190
1704063725300,3792
1704063725400,2288
1704063725500,2138
1704063725600,5763
1704063725700,6635
1704063725800,6866
1704063725900,3669
1704063726000,1567
1704063726100,1728
1704063726200,1526
1704063726300,1708
1704063726400,6716
1704063726500,2639
1704063726600,493
1704063726700,2147
1704063726800,2253
1704063726900,5248
1704063727000,5693
1704063727100,6787
1704063727200,223
1704063727300,2828
1704063727400,2383
1704063727500,3991
1704063727600,3183
1704063727700,3654
1704063727800,3808
1704063727900,4925
1704063728000,4589
1704063728100,239
1704063728200,6879
1704063728300,1362
1704063728400,5151
1704063728500,6784
1704063728600,5838
1704063728700,2890
1704063728800,1554
1704063728900,2856
1704063729000,2638
1704063729100,575
1704063729200,170
1704063729300,6784
1704063729400,349
1704063729500,6028
1704063729600,3768
1704063729700,3669
1704063729800,6087
1704063729900,492
1704063730000,1070
1704063730100,2823
1704063730200,837
1704063730300,466
1704063730400,2434
1704063730500,2562
1704063730600,3362
1704063730700,5100
1704063730800,5484
1704063730900,254
1704063731000,2264
1704063731100,4491
1704063731200,2255
1704063731300,5088
1704063731400,4818
1704063731500,4069
1704063731600,2799
1704063731700,742
1704063731800,3096
1704063731900,3859
1704063732000,3090
1704063732100,5155
1704063732200,3103
1704063732300,6168
1704063732400,864
1704063732500,4884
1704063732600,2926
1704063732700,1713
1704063732800,2175
1704063732900,5193
1704063733000,1354
1704063733100,1138
1704063733200,4747
1704063733300,6687
1704063733400,2972
1704063733500,969
1704063733600,2640
1704063733700,6580
1704063733800,6558
1704063733900,5726
1704063734000,1684
1704063734100,4699
1704063734200,647
1704063734300,3454
1704063734400,1282
1704063734500,5905
1704063734600,2565
1704063734700,4487
1704063734800,6982
1704063734900,1426
1704063735000,6075
1704063735100,6181
1704063735200,4234
1704063735300,3978
1704063735400,5522
1704063735500,765
1704063735600,5848
1704063735700,3684
1704063735800,6823
1704063735900,6525
1704063736000,163
1704063736100,1371
1704063736200,702
1704063736300,4955
1704063736400,6376
1704063736500,5154
1704063736600,6553
1704063736700,3173
1704063736800,1938
1704063736900,3708
1704063737000,2682
1704063737100,1613
1704063737200,800
1704063737300,383
1704063737400,1642
1704063737500,5084
1704063737600,6681
1704063737700,87
1704063737800,1184
1704063737900,2011
1704063738000,1051
1704063738100,3856
1704063738200,4038
1704063738300,5973
1704063738400,5877
1704063738500,4255
1704063738600,1799
1704063738700,2348
1704063738800,4356
1704063738900,2019
1704063739000,2296
1704063739100,96
1704063739200,2243
1704063739300,636
1704063739400,2831
1704063739500,1238
1704063739600,5238
1704063739700,2167
1704063739800,6052
1704063739900,1082
1704063740000,3039
1704063740100,1943
1704063740200,2904
1704063740300,1215
1704063740400,3807
1704063740500,4147
1704063740600,5010
1704063740700,4129
1704063740800,37
1704063740900,3595
1704063741000,6884
1704063741100,3151
1704063741200,5691
1704063741300,5595
1704063741400,4068
1704063741500,418
1704063741600,6428
1704063741700,5177
1704063741800,3417
1704063741900,4881
1704063742000,4167
1704063742100,1152
1704063742200,891
1704063742300,929
1704063742400,361
1704063742500,1623
1704063742600,6090
1704063742700,5484
1704063742800,4496
1704063742900,2811
1704063743000,1108
1704063743100,5797
1704063743200,1684
1704063743300,1549
1704063743400,3451
1704063743500,2228
1704063743600,1390
1704063743700,703
1704063743800,1981
1704063743900,1624
1704063744000,6494
1704063744100,160
1704063744200,289
1704063744300,6548
1704063744400,6206
1704063744500,5209
1704063744600,6326
1704063744700,4407
1704063744800,6474
1704063744900,2647
1704063745000,1727
1704063745100,1629
1704063745200,176
1704063745300,5993
1704063745400,5096
1704063745500,856
1704063745600,1309
1704063745700,6296
1704063745800,1612
1704063745900,1677
1704063746000,4384
1704063746100,705
1704063746200,6725
1704063746300,4704
1704063746400,2469
1704063746500,3680
1704063746600,4052
1704063746700,1739
1704063746800,494
1704063746900,1586
1704063747000,6889
1704063747100,5771
1704063747200,2563
1704063747300,6055
1704063747400,6533
1704063747500,1063
1704063747600,1534
1704063747700,4985
1704063747800,5783
1704063747900,2872
1704063748000,14
1704063748100,2179
1704063748200,3433
1704063748300,4988
1704063748400,5995
1704063748500,5672
1704063748600,5756
1704063748700,5946
1704063748800,440
1704063748900,1172
1704063749000,610
1704063749100,2754
1704063749200,1817
1704063749300,4725
1704063749400,319
1704063749500,5057
1704063749600,515
1704063749700,6359
1704063749800,352
1704063749900,488
1704063750000,2895
1704063750100,179
1704063750200,4954
1704063750300,6153
1704063750400,3026
1704063750500,6859
1704063750600,6902
1704063750700,6527
1704063750800,4019
1704063750900,5463
1704063751000,5548
1704063751100,5964
1704063751200,4295
1704063751300,4262
1704063751400,1733
1704063751500,4049
1704063751600,1996
1704063751700,1594
1704063751800,5621
1704063751900,7000
1704063752000,4851
1704063752100,5037
1704063752200,6011
1704063752300,4894
1704063752400,2653
1704063752500,1329
1704063752600,4892
1704063752700,1553
1704063752800,6468
1704063752900,4695
1704063753000,4415
1704063753100,1581
1704063753200,5817
1704063753300,3930
1704063753400,1823
1704063753500,6860
1704063753600,463
1704063753700,3728
1704063753800,492
1704063753900,5863
1704063754000,412
1704063754100,5027
1704063754200,5255
1704063754300,6781
1704063754400,600
1704063754500,3877
1704063754600,4576
1704063754700,3480
1704063754800,1104
1704063754900,601
1704063755000,6091
1704063755100,4012
1704063755200,1987
1704063755300,2756
1704063755400,5969
1704063755500,2999
1704063755600,4210
1704063755700,4973
1704063755800,1157
1704063755900,6635
1704063756000,2300
1704063756100,6216
1704063756200,3029
1704063756300,785
1704063756400,289
1704063756500,2070
1704063756600,3863
1704063756700,5165
1704063756800,4421
1704063756900,4278
1704063757000,5411
1704063757100,4982
1704063757200,4991
1704063757300,3497
1704063757400,4723
1704063757500,2124
